arch_cd,arch_nm,describe,arch_type,parent,child_flg,max_level,arch_group,fault_type,useflg,created_at,updated_at,uncheck
PT2S,00,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2S00,公达POS2200串口针式打印机（套件）,,3,PT2S,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2S01,公达POS2200串口针式打印机,,3,PT2S,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2S02,公达POS2200串口针式打印机适配器,,3,PT2S,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT30,30,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT3000,PP3000慢打,,3,PT30,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT50,50,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5001,SMP-620(TFP5000打印机),,3,PT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5002,TFP5000打印机控制卡,,3,PT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT50L1,TFP5000打印机电源线,,3,PT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT50L2,TFP5000打印机转接线,,3,PT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT51,51,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5100,SP512MC打印机,,3,PT51,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT54,54,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5400,SP542MC打印机,,3,PT54,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT58,58,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5800,POS58G打印机（套件）,,3,PT58,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5801,POS58G打印机,,3,PT58,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT58P1,POS58G打印机适配器,,3,PT58,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5B,5B,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5B00,POS58L并口打印机（套件）,,3,PT5B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5B01,POS58L并口打印机,,3,PT5B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5BP1,POS58L并口打印机电源,,3,PT5B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5L,5L,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5L00,POS58L串口打印机（套件）,,3,PT5L,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5L01,POS58L串口打印机,,3,PT5L,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5LP1,POS58L串口打印机电源,,3,PT5L,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5S,5S,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT5S01,POS58S打印机,,3,PT5S,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT70,70,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT7000,TP215（TFP7000打印机机头）,,3,PT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT7001,TFP7000打印机转换板,,3,PT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT7002,TFP7000打印机控制板,,3,PT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT70L1,TFP7000打印机数据线,,3,PT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTBS,BS,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTBS00,博施热敏打印机（套件）,,3,PTBS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTBS01,博施热敏打印机,,3,PTBS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTBSP1,博施热敏打印机适配器,,3,PTBS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTDP,DP,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTDP00,EPSON贴纸挡片,,3,PTDP,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTGD,GD,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTGD00,公达POS58打印机（套件）,,3,PTGD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTGD01,公达POS58打印机,,3,PTGD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTGDP1,公达POS58打印机适配器,,3,PTGD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK1,K1,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK100,K1打印机,,3,PTK1,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK101,K1打印头,,3,PTK1,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK3,K3,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK300,K3H打印机,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK301,K3H打印头,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK302,K3打印头,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK303,K3打印机,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK304,K3打印头挡片,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK305,K3打印机手柄,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTK306,K3H打印机手柄,,3,PTK3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTF,TF,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTF00,POS58P-TFB(套件),,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTF01,POS58P-TFB打印机头,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTF02,POS58P-TFB打印控制卡,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTF03,POS58P-TFB联机走纸控制卡,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTFL1,POS58P-TFB打印机数据线,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTFL2,POS58P-TFB打印机电源线,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTTFL3,POS58P-TFB打印机银箱线,,3,PTTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTZQ,ZQ,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTZQ00,AB-58KII打印机（套件）,,3,PTZQ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTZQ01,AB-58KII打印机,,3,PTZQ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PTZQP1,AB-58KII打印机适配器,,3,PTZQ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW,电源,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW10,10,TFP102电源,2,PW,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW1001,TFP-102电源板,,3,PW10,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW20,20,TFP2010电源,2,PW,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW2001,SD-250FATX电源,,3,PW20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW2002,SD-250PSF电源,,3,PW20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW2003,SD-250PSU(E)电源,,3,PW20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW40,40,TFP4000电源,2,PW,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4001,TR-250电源,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4002,P4-250T（s）电源,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4003,ATX-300P4-PFC,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4004,BS2006,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4005,睿智300S,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4006,安卓双屏电源PF-120350,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW4007,安卓双屏电源FJ-SW1203000D,,3,PW40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW50,50,,2,PW,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW5001,TFP5000电源（火牛）,,3,PW50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW70,70,,2,PW,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW7001,TFP7000电源（电源板）,,3,PW70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW7002,TFP7000电源(电源适配器)转接板,,3,PW70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PW7003,TFP7000电源（电源适配器）,,3,PW70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QT,其他,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QT00,00,,2,QT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QT0000,未定义,,3,QT00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QTPC,PC,,2,QT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QTPC00,路由器,,3,QTPC,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QTPC01,PC键盘,,3,QTPC,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
QTPC02,TFP7000电源（电源板）,,3,QTPC,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SF,软件故障,,1,%,1,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFBG01,后台类,,2,SF,1,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFBG0101,后台故障,,3,SFBG01,0,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFDT01,数据库类,,2,SF,1,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFDT0101,数据库故障,,3,SFDT01,0,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,Y
SFPG01,应用程序类,,2,SF,1,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFPG0101,应用程序故障,,3,SFPG01,0,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,Y
SFSY01,系统类,,2,SF,1,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SFSY0101,系统故障,,3,SFSY01,0,2,1,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,Y
SP,视频机,第5位：“M”为主板类；“P”为电源类；“T”为转接板类；“D”为液晶屏幕类；“S”为外壳类；“I”为高压板类。,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS,XS,,2,SP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS01,仙视高清32寸视频机,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS24,仙视24寸视频机,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS32,仙视32寸视频机,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS40,仙视40寸视频机,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXS46,仙视46寸视频机,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSD1,仙视视频机32寸液晶屏幕,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSD2,仙视视频机40寸液晶屏幕,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSI1,仙视视频机32寸高压板,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSI2,仙视视频机40寸高压板,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSM1,仙视视频机主板,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSP1,仙视视频机电源板,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSS1,仙视视频机32寸外壳,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXSS2,仙视视频机40寸外壳,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
SPXST1,仙视视频机LCD转接板,,3,SPXS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UP,UPS,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UP00,00,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UP0000,220V 5A保险丝（配UPS使用）,,3,UP00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPPR,PR,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPPR00,PRO2050,,3,UPPR,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSD,SD,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSD00,SD-500,,3,UPSD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSK,SK,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSK00,SK-500,,3,UPSK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSV,SV,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPSV00,SVC-0.5KVA,,3,UPSV,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPTG,TG,,2,UP,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
UPTG00,TG500,,3,UPTG,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC,线材,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC00,00,,2,XC,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0000,通用标准3C电源线,通用标准3C电源线（显示器、电源、SP512/542MC打印机电源线）,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0001,拖线板,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0002,COM2线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0003,VGA延长线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0004,USB延长线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0005,COM延长线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0006,电话线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0007,网线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0008,电源4PIN二拖二线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0009,电源4PIN转SATA线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0010,TFP5000主机电源线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0011,TFP7000主机电源线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XC0012,TFP7000通讯板数据线,,3,XC00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT,箱体及附件,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT20,20,TFP2010机箱配件,2,XT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2000,TFP2010箱体（套件）,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2001,TFP2010塑料上盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2002,TFP2010塑料下盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2003,TFP2010塑料底盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2004,TFP2010塑料打印机盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2005,TFP2010塑料打印机按钮,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2006,TFP2010塑料显示器底座,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2007,TFP2010塑料显示器托架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2008,TFP2010塑料显示器托架固定件,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2009,TFP2010五金托架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2010,TFP2010五金后箱体上盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2011,TFP2010五金后箱体下盖,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2012,TFP2010五金打印机支架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2013,TFP2010五金硬盘支架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2014,TFP2010五金modem支架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT2015,TFP2010五金电源支架,,3,XT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40,40,TFP4000机箱配件,2,XT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4000,TFP4000箱体（套件）,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4001,TFP4000塑料箱体,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4002,TFP4000五金箱体,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4003,TFP4000后背板,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4004,TFP4000开关按钮,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT4005,TFP4000塑料显示器固定件,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40C1,TFP4000机箱开关控制卡,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40F1,TFP4000机箱风扇,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40K1,TFP4000机箱钥匙,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40K2,TFP4000机箱开关控制锁,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40L1,TFP4000机箱开前置USB延长线,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT40L2,TFP4000机箱开关控制卡连接线,,3,XT40,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT50,50,TFP5000机箱配件,2,XT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT5000,TFP5000箱体（套件）,,3,XT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT5001,TFP5000面壳(不含打印机上盖),,3,XT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT70,70,TFP7000机箱配件,2,XT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT7000,TFP7000箱体（套件）,,3,XT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT7001,TFP7000面壳(不含打印机上盖),,3,XT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT7002,TFP7000打印机上盖,,3,XT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
XT7003,TFP7000显示底座,,3,XT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
